Body Type,Sex,Diet,How Often Shower,Heating Energy Source,Transport,Vehicle Type,Social Activity,Monthly Grocery Bill,Frequency of Traveling by Air,Vehicle Monthly Distance Km,Waste Bag Size,Waste Bag Weekly Count,How Long TV PC Daily Hour,How Many New Clothes Monthly,How Long Internet Daily Hour,Energy efficiency,Recycling,Cooking_With,CarbonEmission
obese,female,pescatarian,less frequently,electricity,walk/bicycle,,never,190,very frequently,29,large,7,23,1,17,Yes,['Plastic'],"['Stove', 'Microwave', 'Grill', 'Airfryer']",276.1
obese,male,omnivore,less frequently,coal,private,hybrid,never,156,rarely,2073,small,4,4,24,1,Sometimes,"['Paper', 'Plastic', 'Metal']","['Oven', 'Grill', 'Airfryer']",201.1
overweight,male,vegan,less frequently,electricity,private,electric,often,82,frequently,9371,extra large,4,19,36,11,Sometimes,"['Plastic', 'Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",220.9
overweight,female,pescatarian,more frequently,wood,walk/bicycle,,sometimes,77,never,7,extra large,4,21,49,13,Sometimes,"['Plastic', 'Glass']","['Oven', 'Microwave']",191.1
obese,female,pescatarian,more frequently,natural gas,walk/bicycle,,sometimes,282,very frequently,36,small,6,0,24,5,Sometimes,"['Glass', 'Metal']",[],255.1
underweight,female,vegan,less frequently,wood,walk/bicycle,,often,101,never,35,extra large,2,20,12,15,No,['Plastic'],['Oven'],104.5
obese,male,vegetarian,more frequently,coal,public,,never,205,very frequently,1787,extra large,3,1,47,13,No,"['Paper', 'Plastic']","['Oven', 'Microwave']",399.5
obese,female,pescatarian,less frequently,wood,private,electric,often,149,very frequently,8250,medium,4,14,42,24,Yes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven']",290.1
obese,male,omnivore,more frequently,electricity,public,,often,115,very frequently,909,large,4,15,34,3,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Microwave']",295.8
overweight,female,pescatarian,daily,natural gas,public,,often,135,never,356,medium,4,9,34,19,No,"['Paper', 'Plastic', 'Glass']","['Oven', 'Microwave', 'Grill', 'Airfryer']",140.9
obese,female,vegetarian,twice a day,natural gas,walk/bicycle,,never,167,very frequently,47,small,5,6,19,21,Yes,[],['Stove'],251.1
normal,male,vegetarian,twice a day,wood,private,diesel,never,175,very frequently,6142,extra large,4,13,17,11,Yes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven']",417.3
overweight,female,vegan,less frequently,natural gas,public,,often,225,rarely,1808,extra large,5,18,8,21,Sometimes,"['Plastic', 'Glass']","['Oven', 'Microwave']",180.9
underweight,male,pescatarian,twice a day,wood,public,,sometimes,205,very frequently,1578,medium,6,14,49,10,Yes,"['Plastic', 'Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']",285
obese,female,pescatarian,less frequently,electricity,private,electric,often,114,never,3657,large,7,1,20,21,No,"['Paper', 'Plastic', 'Metal']",['Stove'],146.6
underweight,female,omnivore,daily,coal,walk/bicycle,,sometimes,148,very frequently,92,extra large,4,21,0,21,No,"['Plastic', 'Glass']","['Oven', 'Microwave', 'Grill', 'Airfryer']",240.3
underweight,male,vegan,more frequently,electricity,walk/bicycle,,never,128,never,74,small,5,2,40,3,No,"['Plastic', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",104.5
obese,male,vegan,more frequently,electricity,public,,sometimes,128,rarely,120,small,4,21,40,24,No,"['Paper', 'Glass', 'Metal']",['Microwave'],146.1
obese,male,vegetarian,more frequently,wood,walk/bicycle,,never,279,frequently,19,extra large,6,23,36,15,No,['Plastic'],"['Stove', 'Microwave', 'Grill', 'Airfryer']",329
normal,female,vegan,twice a day,electricity,public,,never,106,very frequently,521,extra large,6,11,10,7,Yes,[],"['Stove', 'Microwave']",227.8
normal,male,vegetarian,less frequently,electricity,walk/bicycle,,sometimes,169,never,83,medium,7,5,25,13,No,['Plastic'],"['Oven', 'Microwave', 'Grill', 'Airfryer']",144.3
underweight,female,vegan,less frequently,coal,public,,sometimes,285,very frequently,501,medium,6,3,5,12,Sometimes,['Metal'],"['Stove', 'Oven', 'Microwave']",222.5
obese,male,pescatarian,less frequently,coal,public,,never,151,very frequently,113,medium,5,23,1,0,No,"['Paper', 'Plastic']","['Stove', 'Oven']",307.1
obese,male,vegan,less frequently,wood,public,,sometimes,130,never,654,large,1,16,25,19,Sometimes,"['Paper', 'Plastic', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",118.3
underweight,male,pescatarian,less frequently,electricity,public,,sometimes,228,frequently,1733,medium,4,19,12,2,Yes,['Metal'],"['Oven', 'Microwave', 'Grill', 'Airfryer']",158
overweight,female,pescatarian,more frequently,natural gas,walk/bicycle,,often,159,never,83,medium,4,20,21,24,Yes,['Metal'],"['Stove', 'Oven', 'Microwave']",138.6
normal,male,pescatarian,daily,coal,public,,often,209,rarely,707,extra large,2,23,6,17,Yes,"['Paper', 'Glass', 'Metal']",['Stove'],138.4
underweight,female,omnivore,twice a day,wood,private,petrol,never,155,frequently,3756,extra large,6,13,42,22,Yes,"['Plastic', 'Metal']","['Stove', 'Oven', 'Microwave']",343.9
underweight,female,vegan,twice a day,natural gas,walk/bicycle,,often,90,rarely,56,small,7,17,23,15,No,"['Paper', 'Plastic', 'Glass', 'Metal']",['Microwave'],110.3
normal,female,vegetarian,daily,electricity,private,petrol,often,81,frequently,7918,extra large,1,14,32,15,Sometimes,[],"['Microwave', 'Grill', 'Airfryer']",428.6
underweight,male,pescatarian,twice a day,wood,private,diesel,sometimes,50,rarely,4757,extra large,3,10,20,3,Yes,"['Plastic', 'Glass', 'Metal']",['Oven'],227.2
normal,male,omnivore,daily,electricity,private,diesel,sometimes,105,rarely,4411,small,1,20,44,21,No,"['Plastic', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",248.2
normal,female,vegan,less frequently,coal,walk/bicycle,,often,173,never,62,extra large,4,13,30,5,Sometimes,['Metal'],['Oven'],156.5
obese,female,vegetarian,twice a day,natural gas,public,,sometimes,189,frequently,1,medium,1,13,30,18,Yes,['Plastic'],"['Stove', 'Oven']",214.4
normal,male,vegan,daily,electricity,walk/bicycle,,sometimes,178,very frequently,28,large,3,2,27,7,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",208.2
normal,female,vegan,twice a day,natural gas,walk/bicycle,,often,271,never,43,extra large,7,23,28,16,No,[],"['Oven', 'Microwave', 'Grill', 'Airfryer']",212.9
underweight,female,vegetarian,daily,natural gas,private,electric,sometimes,282,frequently,5823,medium,6,19,21,10,Yes,"['Paper', 'Glass']","['Stove', 'Oven', 'Microwave']",164.4
obese,male,omnivore,less frequently,electricity,walk/bicycle,,often,267,rarely,8,medium,2,16,11,10,Sometimes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",149.4
obese,female,pescatarian,more frequently,electricity,public,,never,231,frequently,1271,medium,4,10,33,5,Yes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",187.2
normal,female,vegetarian,less frequently,natural gas,private,petrol,never,111,never,9845,extra large,6,9,37,19,Sometimes,['Metal'],['Microwave'],466.3
obese,female,vegan,more frequently,natural gas,public,,sometimes,148,never,1157,extra large,7,18,20,19,Yes,"['Paper', 'Plastic']","['Stove', 'Oven', 'Microwave']",201.3
overweight,male,pescatarian,more frequently,natural gas,public,,sometimes,224,rarely,476,small,6,13,35,10,Yes,[],"['Oven', 'Microwave', 'Grill', 'Airfryer']",216.4
overweight,female,omnivore,daily,coal,public,,often,84,frequently,482,small,6,2,49,17,No,"['Paper', 'Metal']","['Stove', 'Microwave']",231.4
overweight,male,vegetarian,less frequently,wood,public,,often,267,very frequently,319,small,5,0,0,23,Sometimes,"['Paper', 'Plastic', 'Glass']",['Stove'],261
normal,male,vegetarian,daily,coal,walk/bicycle,,often,189,very frequently,50,large,1,12,30,23,Sometimes,"['Plastic', 'Glass', 'Metal']","['Stove', 'Grill', 'Airfryer']",289.8
obese,female,omnivore,more frequently,natural gas,private,diesel,never,54,frequently,6395,large,2,17,13,3,No,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",331.4
underweight,female,pescatarian,more frequently,natural gas,public,,never,163,frequently,1195,large,5,18,4,18,Yes,"['Paper', 'Glass']",[],149.6
overweight,male,omnivore,less frequently,electricity,private,hybrid,often,216,very frequently,4288,medium,6,23,10,19,Sometimes,"['Paper', 'Glass']","['Stove', 'Oven']",371
obese,male,vegetarian,less frequently,coal,walk/bicycle,,sometimes,210,frequently,51,small,7,10,39,4,No,"['Paper', 'Plastic', 'Glass']",['Stove'],246.4
underweight,male,vegetarian,daily,wood,public,,sometimes,256,rarely,62,large,3,17,11,0,Yes,[],"['Oven', 'Microwave']",150.3
overweight,female,vegan,more frequently,electricity,public,,never,125,rarely,84,large,2,13,22,1,Yes,"['Plastic', 'Glass', 'Metal']",['Microwave'],74.8
obese,female,pescatarian,daily,coal,public,,sometimes,69,never,1267,small,1,8,38,17,No,"['Plastic', 'Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']",149.7
normal,female,vegetarian,daily,natural gas,public,,sometimes,51,very frequently,1920,small,2,22,17,10,Sometimes,['Glass'],"['Stove', 'Microwave', 'Grill', 'Airfryer']",217.5
normal,female,vegetarian,twice a day,coal,public,,often,298,rarely,1022,small,6,0,41,9,Yes,"['Plastic', 'Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",170.7
normal,female,vegetarian,less frequently,wood,public,,sometimes,205,very frequently,103,small,6,3,25,23,Yes,['Metal'],"['Stove', 'Oven']",216.3
overweight,female,omnivore,more frequently,natural gas,private,electric,often,192,never,6654,small,1,24,5,8,Yes,"['Glass', 'Metal']","['Oven', 'Microwave']",96.5
obese,female,vegan,less frequently,wood,public,,never,72,never,364,extra large,6,18,20,5,Sometimes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Microwave']",146.3
normal,male,pescatarian,daily,electricity,walk/bicycle,,sometimes,70,frequently,77,small,4,21,37,14,Sometimes,"['Paper', 'Glass', 'Metal']",['Microwave'],157.9
underweight,female,vegan,more frequently,natural gas,public,,often,135,frequently,436,large,6,24,16,17,Sometimes,['Glass'],['Microwave'],189
normal,male,omnivore,more frequently,electricity,public,,sometimes,57,very frequently,808,small,5,22,35,3,Sometimes,['Paper'],['Oven'],256.3
obese,male,vegetarian,daily,electricity,public,,sometimes,156,rarely,1299,large,5,7,38,8,Sometimes,"['Plastic', 'Metal']","['Stove', 'Grill', 'Airfryer']",201.8
normal,male,omnivore,less frequently,electricity,walk/bicycle,,often,142,very frequently,45,extra large,6,17,39,16,No,['Paper'],"['Microwave', 'Grill', 'Airfryer']",331.7
underweight,male,pescatarian,twice a day,electricity,walk/bicycle,,often,249,frequently,0,medium,3,15,20,19,Sometimes,"['Paper', 'Plastic', 'Glass']","['Microwave', 'Grill', 'Airfryer']",164
overweight,male,omnivore,less frequently,wood,private,petrol,often,202,rarely,5203,medium,7,14,27,9,Sometimes,"['Glass', 'Metal']",[],415.1
normal,male,vegan,more frequently,coal,walk/bicycle,,never,57,frequently,89,large,2,14,47,21,Sometimes,"['Paper', 'Plastic']",[],221.2
obese,male,omnivore,less frequently,wood,public,,never,133,frequently,1339,large,3,15,13,14,Yes,"['Paper', 'Glass']","['Stove', 'Oven', 'Microwave']",221.1
normal,male,vegetarian,more frequently,natural gas,public,,often,225,frequently,655,extra large,6,22,8,4,Sometimes,"['Paper', 'Plastic', 'Metal']",['Microwave'],230.9
normal,female,omnivore,more frequently,wood,public,,never,85,rarely,1705,large,5,14,48,16,Yes,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",169.8
obese,female,pescatarian,daily,electricity,private,lpg,sometimes,161,rarely,2498,large,7,5,46,6,Yes,"['Paper', 'Glass', 'Metal']",['Stove'],252.1
obese,female,vegetarian,more frequently,natural gas,private,electric,often,211,frequently,5145,small,4,7,32,7,Sometimes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven']",193
normal,female,pescatarian,more frequently,natural gas,private,hybrid,sometimes,166,frequently,4595,small,4,2,11,13,Yes,"['Paper', 'Plastic', 'Metal']","['Grill', 'Airfryer']",186.6
obese,female,omnivore,twice a day,coal,walk/bicycle,,never,290,very frequently,39,small,2,14,15,13,Sometimes,['Metal'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",292.3
obese,female,vegetarian,daily,electricity,walk/bicycle,,sometimes,234,frequently,0,extra large,7,2,36,13,Sometimes,"['Plastic', 'Glass']","['Grill', 'Airfryer']",260
obese,female,vegetarian,daily,coal,walk/bicycle,,sometimes,82,very frequently,6,extra large,3,21,31,12,No,"['Plastic', 'Glass']",['Stove'],312.8
overweight,male,omnivore,more frequently,electricity,walk/bicycle,,never,230,rarely,2,medium,7,19,22,16,Yes,"['Paper', 'Plastic', 'Metal']",['Microwave'],160.1
underweight,male,pescatarian,daily,electricity,private,lpg,sometimes,246,very frequently,6434,small,7,11,39,12,No,"['Paper', 'Glass']",['Microwave'],405.2
obese,female,pescatarian,daily,coal,public,,never,110,rarely,224,medium,6,13,30,18,Sometimes,"['Paper', 'Glass']","['Oven', 'Microwave', 'Grill', 'Airfryer']",189
normal,male,vegetarian,less frequently,natural gas,private,petrol,often,69,rarely,3291,medium,5,0,4,22,No,"['Plastic', 'Glass']","['Oven', 'Grill', 'Airfryer']",262.7
underweight,male,vegan,daily,coal,public,,sometimes,282,never,983,extra large,7,19,45,19,Sometimes,[],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",266.5
underweight,female,vegetarian,twice a day,electricity,public,,never,285,rarely,1218,medium,4,18,25,7,No,['Metal'],"['Microwave', 'Grill', 'Airfryer']",114.4
underweight,male,vegan,daily,natural gas,public,,never,54,frequently,1505,large,4,12,34,21,Yes,"['Paper', 'Glass']","['Stove', 'Oven', 'Microwave']",204
normal,male,vegan,twice a day,electricity,walk/bicycle,,never,140,very frequently,3,large,4,12,17,16,Sometimes,"['Paper', 'Glass', 'Metal']","['Oven', 'Grill', 'Airfryer']",221.7
underweight,male,omnivore,daily,natural gas,private,diesel,sometimes,101,very frequently,189,large,2,14,50,12,Yes,['Glass'],[],261.4
obese,male,pescatarian,twice a day,wood,public,,sometimes,296,very frequently,1749,small,7,4,20,16,No,"['Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",330.8
underweight,female,vegan,twice a day,natural gas,private,lpg,never,95,frequently,4037,medium,7,2,35,10,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave']",241.4
underweight,male,vegan,more frequently,electricity,public,,often,52,never,1747,large,4,22,33,0,Yes,"['Plastic', 'Glass']","['Stove', 'Microwave']",135.8
obese,male,omnivore,daily,natural gas,private,lpg,sometimes,279,frequently,2376,medium,1,24,37,9,No,"['Plastic', 'Glass']","['Stove', 'Microwave', 'Grill', 'Airfryer']",348.8
overweight,female,vegetarian,less frequently,natural gas,private,electric,often,124,rarely,875,medium,3,16,27,6,No,"['Plastic', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",128.3
overweight,male,pescatarian,twice a day,coal,public,,never,57,frequently,1997,large,5,17,11,7,Sometimes,"['Paper', 'Plastic', 'Metal']","['Microwave', 'Grill', 'Airfryer']",219.9
obese,male,omnivore,daily,natural gas,public,,never,68,very frequently,1097,medium,6,19,39,10,No,[],"['Stove', 'Oven', 'Microwave']",389.4
obese,female,omnivore,less frequently,electricity,walk/bicycle,,sometimes,286,rarely,58,extra large,7,3,44,11,Sometimes,"['Glass', 'Metal']",['Stove'],244
obese,female,pescatarian,more frequently,wood,walk/bicycle,,never,226,frequently,31,extra large,4,5,25,23,No,['Plastic'],"['Stove', 'Grill', 'Airfryer']",254.7
underweight,male,pescatarian,more frequently,coal,walk/bicycle,,often,259,never,60,medium,6,0,2,5,Sometimes,['Paper'],"['Microwave', 'Grill', 'Airfryer']",143.5
underweight,female,pescatarian,less frequently,coal,private,petrol,sometimes,52,never,3709,small,3,4,41,12,Yes,"['Paper', 'Plastic', 'Glass']","['Oven', 'Microwave', 'Grill', 'Airfryer']",222.7
obese,female,vegan,less frequently,electricity,public,,sometimes,60,very frequently,178,extra large,1,14,35,11,Sometimes,"['Glass', 'Metal']","['Stove', 'Oven']",234.2
overweight,female,vegetarian,daily,natural gas,public,,often,138,never,1465,small,2,13,7,5,No,"['Paper', 'Plastic', 'Metal']","['Oven', 'Microwave']",78
normal,female,omnivore,less frequently,coal,walk/bicycle,,never,84,very frequently,85,small,5,10,24,15,No,['Plastic'],"['Stove', 'Oven', 'Grill', 'Airfryer']",230
underweight,male,vegan,more frequently,coal,walk/bicycle,,sometimes,203,frequently,26,small,3,11,8,22,Yes,['Glass'],['Microwave'],172.9
underweight,male,vegan,more frequently,electricity,walk/bicycle,,sometimes,298,rarely,49,extra large,5,9,15,4,Yes,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",132.3
normal,male,vegan,twice a day,coal,public,,sometimes,225,very frequently,578,small,2,19,11,5,Sometimes,['Paper'],"['Stove', 'Grill', 'Airfryer']",251.5
obese,female,vegetarian,more frequently,natural gas,walk/bicycle,,often,109,frequently,77,small,4,23,50,24,Yes,"['Paper', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",239.3
underweight,female,omnivore,less frequently,electricity,public,,never,73,frequently,1507,large,5,3,14,15,Sometimes,"['Paper', 'Plastic', 'Metal']",['Oven'],128.5
obese,male,vegetarian,more frequently,coal,private,hybrid,often,141,frequently,75,medium,1,8,20,22,Sometimes,['Paper'],['Microwave'],248.5
underweight,male,vegetarian,more frequently,coal,private,electric,never,242,frequently,4749,medium,5,23,29,15,Sometimes,['Metal'],"['Oven', 'Grill', 'Airfryer']",225.2
underweight,male,pescatarian,twice a day,natural gas,private,hybrid,often,171,frequently,4592,small,7,13,9,20,Sometimes,['Glass'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",254.3
overweight,male,vegetarian,more frequently,electricity,walk/bicycle,,often,192,frequently,1,small,1,5,50,23,Sometimes,"['Paper', 'Metal']","['Stove', 'Oven', 'Microwave']",209.2
obese,female,pescatarian,daily,electricity,private,petrol,often,279,very frequently,2950,large,7,5,1,7,Yes,"['Paper', 'Metal']","['Oven', 'Grill', 'Airfryer']",377.2
obese,male,vegetarian,daily,wood,walk/bicycle,,often,64,very frequently,98,medium,1,11,43,14,No,"['Paper', 'Plastic', 'Glass']","['Grill', 'Airfryer']",309.7
obese,male,vegetarian,twice a day,natural gas,private,electric,never,257,very frequently,5517,large,4,0,7,20,Yes,"['Paper', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",275.8
obese,male,omnivore,twice a day,electricity,private,petrol,never,276,never,4424,medium,4,11,23,8,Yes,"['Paper', 'Glass']",['Stove'],330.6
obese,male,omnivore,daily,electricity,public,,never,150,frequently,1916,extra large,2,0,1,3,Sometimes,"['Plastic', 'Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']",166.9
obese,male,pescatarian,twice a day,coal,private,diesel,never,112,very frequently,4333,large,2,8,8,6,Yes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven', 'Microwave']",381
overweight,male,pescatarian,twice a day,wood,walk/bicycle,,sometimes,180,very frequently,90,medium,5,1,17,18,Yes,[],"['Stove', 'Oven', 'Grill', 'Airfryer']",309.9
